country,year,coal_consumption,hydro_consumption,oil_consumption,nuclear_consumption,gas_consumption
Luxembourg,2020,0.447,0.241,28.462,0.0,7.225
Luxembourg,2021,0.459,0.279,30.57,0.0,7.79
Luxembourg,2022,0.478,0.167,27.839,0.0,6.117
Luxembourg,2023,0.389,0.235,27.01,0.0,5.735
Malaysia,1970,0.186,3.554,40.441,0.0,0.081
Malaysia,1971,0.477,3.093,45.044,0.0,0.829
Malaysia,1972,1.21,3.412,49.29,0.0,1.161
Malaysia,1973,1.151,3.276,52.439,0.0,1.161
Malaysia,1974,1.151,2.975,52.283,0.0,2.419
Malaysia,1975,0.105,2.972,54.681,0.0,2.916
Malaysia,1976,0.116,2.803,61.359,0.0,3.472
Malaysia,1977,0.128,2.274,73.671,0.0,3.177
Malaysia,1978,0.279,2.673,78.813,0.0,23.504
Malaysia,1979,0.395,3.263,88.162,0.0,29.249
Malaysia,1980,0.581,4.166,95.848,0.0,26.016
Malaysia,1981,1.082,4.617,103.317,0.0,21.876
Malaysia,1982,0.989,4.443,107.189,0.0,27.54
Malaysia,1983,2.57,5.172,114.619,0.0,38.6
Malaysia,1984,2.78,10.206,112.664,0.0,47.823
Malaysia,1985,3.71,11.143,110.848,0.0,46.183
Malaysia,1986,2.756,12.185,102.054,0.0,71.664
Malaysia,1987,3.803,14.684,104.553,0.0,71.49
Malaysia,1988,3.024,16.94,111.707,0.0,72.932
Malaysia,1989,13.921,15.656,115.9,0.0,83.515
Malaysia,1990,15.411,11.907,134.572,0.0,79.096
Malaysia,1991,18.154,13.157,152.953,0.0,117.603
Malaysia,1992,19.06,12.674,181.018,0.0,127.802
Malaysia,1993,15.934,14.35,186.719,0.0,125.511
Malaysia,1994,17.701,19.17,196.541,0.0,130.326
Malaysia,1995,19.397,18.387,224.806,0.0,135.362
Malaysia,1996,19.49,15.329,246.506,0.0,162.948
Malaysia,1997,18.851,12.34,281.968,0.0,202.292
Malaysia,1998,20.118,13.179,257.747,0.0,204.397
Malaysia,1999,22.547,22.331,251.904,0.0,232.647
Malaysia,2000,28.893,20.681,272.321,0.0,287.54
Malaysia,2001,34.53,17.821,294.536,0.0,277.096
Malaysia,2002,42.328,15.805,318.863,0.0,280.888
Malaysia,2003,61.784,14.762,333.622,0.0,302.659
Malaysia,2004,77.079,16.059,349.72,0.0,326.943
Malaysia,2005,80.065,17.201,362.191,0.0,373.73
Malaysia,2006,84.819,17.991,350.319,0.0,388.64
Malaysia,2007,102.822,16.844,373.591,0.0,404.015
Malaysia,2008,113.689,21.938,358.462,0.0,435.497
Malaysia,2009,123.463,19.242,355.621,0.0,400.223
Malaysia,2010,171.742,17.655,359.263,0.0,380.231
Malaysia,2011,171.683,22.224,366.934,0.0,383.174
Malaysia,2012,184.584,25.366,402.152,0.0,420.157
Malaysia,2013,175.112,32.156,427.704,0.0,445.673
Malaysia,2014,178.482,36.269,429.458,0.0,447.092
Malaysia,2015,202.296,37.497,398.729,0.0,468.398
Malaysia,2016,217.847,53.605,443.145,0.0,449.93
Malaysia,2017,241.405,71.445,417.461,0.0,450.442
Malaysia,2018,258.943,69.649,423.154,0.0,446.778
Malaysia,2019,244.729,69.052,459.846,0.0,452.151
Malaysia,2020,288.092,71.695,381.966,0.0,436.137
Malaysia,2021,266.346,79.03,368.176,0.0,513.517
Malaysia,2022,263.048,82.865,444.445,0.0,519.453
Malaysia,2023,272.943,81.841,496.324,0.0,460.715
Mexico,1965,8.022,26.208,178.448,0.0,80.647
Mexico,1966,8.557,29.919,186.994,0.0,85.113
Mexico,1967,10.499,32.577,200.276,0.0,73.197
Mexico,1968,11.006,37.382,217.784,0.0,78.592
Mexico,1969,11.157,39.641,230.158,0.0,97.471
Mexico,1970,12.512,44.37,247.475,0.0,99.675
Mexico,1971,15.709,43.089,262.437,0.0,103.595
Mexico,1972,17.362,45.925,295.513,0.0,110.78
Mexico,1973,18.612,48.409,316.246,0.0,122.746
Mexico,1974,20.562,49.405,357.252,0.0,129.147
Mexico,1975,23.618,44.893,394.211,0.0,131.39
Mexico,1976,18.125,51.023,434.236,0.0,128.855
Mexico,1977,26.07,56.753,448.203,0.0,135.999
Mexico,1978,27.181,47.953,504.619,0.0,171.059
Mexico,1979,26.703,53.249,541.542,0.0,207.655
Mexico,1980,27.038,50.003,603.669,0.0,223.017
Mexico,1981,23.899,72.795,660.861,0.0,241.792
Mexico,1982,28.621,67.786,684.273,0.0,259.956
Mexico,1983,32.584,61.307,666.718,0.0,268.198
Mexico,1984,32.677,69.794,705.731,0.0,268.584
Mexico,1985,35.422,84.059,734.98,0.0,275.279
Mexico,1986,39.057,62.976,744.088,0.0,244.922
Mexico,1987,37.773,57.026,780.321,0.0,249.243
Mexico,1988,35.751,64.569,778.403,0.0,253.596
Mexico,1989,39.573,74.972,832.999,1.056,247.964
Mexico,1990,39.241,72.39,916.386,8.334,268.175
Mexico,1991,37.955,66.903,941.725,12.037,282.361
Mexico,1992,38.382,79.288,954.651,11.12,282.395
Mexico,1993,43.292,78.818,947.339,13.992,283.265
Mexico,1994,52.318,59.942,1021.431,12.028,301.03
Mexico,1995,58.259,81.609,950.11,23.957,306.902
Mexico,1996,66.8,92.661,964.544,22.354,312.783
Mexico,1997,66.864,77.952,1006.945,29.669,314.374
Mexico,1998,68.348,72.721,1054.369,26.29,334.79
Mexico,1999,69.548,96.73,1047.077,28.381,337.909
Mexico,2000,76.187,97.802,1117.636,23.327,359.133
Mexico,2001,83.674,83.537,1107.011,24.599,361.905
Mexico,2002,140.106,72.567,1051.178,27.299,410.688
Mexico,2003,103.318,57.574,1085.188,29.225,445.094
Mexico,2004,105.72,72.55,1137.849,25.423,480.219
Mexico,2005,133.43,79.344,1226.246,29.689,527.123
Mexico,2006,143.198,86.633,1184.833,29.67,582.883
Mexico,2007,131.584,77.306,1236.413,28.275,570.414
Mexico,2008,117.545,110.221,1275.893,26.437,599.966
Mexico,2009,119.746,74.627,1219.584,28.142,651.688
Mexico,2010,148.119,103.24,1171.315,15.659,660.445
Mexico,2011,171.327,100.048,1188.146,26.708,708.085
Mexico,2012,149.266,87.344,1213.666,23.074,736.538
Mexico,2013,148.227,76.198,1175.11,30.86,777.951
Mexico,2014,147.939,105.362,1121.492,25.157,788.484
Mexico,2015,147.65,83.19,1087.805,29.917,807.829
Mexico,2016,144.633,80.395,1117.681,27.146,830.3
Mexico,2017,176.753,82.175,1090.648,27.792,860.335
Mexico,2018,157.545,85.283,1021.472,34.414,902.736
Mexico,2019,150.415,62.215,974.052,28.304,933.893
Mexico,2020,66.491,70.429,838.945,28.17,922.448
Mexico,2021,55.126,90.844,956.65,29.938,916.388
Mexico,2022,67.837,92.707,1048.408,27.144,909.47
Mexico,2023,73.322,52.991,1065.958,30.875,975.727
Morocco,1965,2.114,3.587,11.546,0.0,0.515
Morocco,1966,3.241,3.117,16.513,0.0,0.515
Morocco,1967,3.227,2.756,18.142,0.0,0.515
Morocco,1968,2.9,3.128,19.909,0.0,0.515
Morocco,1969,2.898,4.045,21.551,0.0,0.515
Morocco,1970,3.323,3.98,22.557,0.0,0.515
Morocco,1971,3.477,4.495,23.807,0.0,0.502
Morocco,1972,4.297,4.719,25.33,0.0,0.544
Morocco,1973,4.257,3.525,30.294,0.0,0.68
Morocco,1974,4.216,3.953,32.481,0.0,0.78
Morocco,1975,4.792,3.004,33.623,0.0,0.69
Morocco,1976,5.199,2.951,36.717,0.0,0.772
Morocco,1977,4.91,4.036,41.403,0.0,0.841
Morocco,1978,4.95,4.187,44.406,0.0,0.794
Morocco,1979,4.828,4.678,50.361,0.0,0.735
Morocco,1980,4.628,4.48,51.022,0.0,0.645
Morocco,1981,4.917,3.028,50.177,0.0,0.829
Morocco,1982,5.478,1.691,52.812,0.0,0.769
Morocco,1983,6.785,1.422,53.352,0.0,0.812
Morocco,1984,5.827,1.082,55.483,0.0,0.811
Morocco,1985,7.699,1.437,55.25,0.0,0.916
Morocco,1986,10.455,1.901,54.291,0.0,0.887
Morocco,1987,12.13,2.44,54.275,0.0,0.721
Morocco,1988,11.967,2.768,58.015,0.0,0.737
Morocco,1989,13.212,3.421,63.67,0.0,0.544
Morocco,1990,12.746,3.608,65.898,0.0,0.503
Morocco,1991,13.886,3.625,65.97,0.0,0.322
Morocco,1992,12.874,2.851,77.843,0.0,0.212
Morocco,1993,14.061,1.31,79.188,0.0,0.207
Morocco,1994,15.677,2.484,86.091,0.0,0.202
Morocco,1995,18.992,1.807,81.525,0.0,0.128
Morocco,1996,24.307,5.787,76.857,0.0,0.163
Morocco,1997,23.155,6.159,81.739,0.0,0.3
Morocco,1998,27.621,5.255,81.007,0.0,0.329
Morocco,1999,26.412,2.44,89.257,0.0,0.384
Morocco,2000,31.227,2.123,83.483,0.0,0.442
Morocco,2001,39.693,2.533,83.637,0.0,0.437
Morocco,2002,39.472,2.458,87.036,0.0,0.559
Morocco,2003,38.06,4.181,87.084,0.0,0.536
Morocco,2004,42.101,4.586,100.616,0.0,0.688
Morocco,2005,44.147,2.762,109.334,0.0,4.499
Morocco,2006,44.892,2.796,110.873,0.0,5.583
Morocco,2007,37.596,2.551,115.995,0.0,6.298
Morocco,2008,42.616,2.573,127.884,0.0,6.219
Morocco,2009,31.47,7.173,129.223,0.0,6.832
Morocco,2010,32.415,9.625,143.708,0.0,7.379
Morocco,2011,34.626,5.532,153.339,0.0,9.34
Morocco,2012,35.171,4.472,154.291,0.0,12.492
Morocco,2013,34.902,7.59,156.063,0.0,12.112
Morocco,2014,46.953,4.436,148.685,0.0,11.739
Morocco,2015,51.697,5.076,145.515,0.0,11.771
Morocco,2016,49.816,3.362,149.065,0.0,11.976
Morocco,2017,51.781,3.153,157.804,0.0,11.881
Morocco,2018,59.892,4.48,154.051,0.0,10.715
Morocco,2019,77.487,3.329,156.342,0.0,10.127
Morocco,2020,79.828,2.279,136.509,0.0,7.867
Morocco,2021,85.969,2.141,154.92,0.0,7.899
Morocco,2022,86.362,0.913,159.817,0.0,2.227
Morocco,2023,81.007,0.423,158.484,0.0,8.88
Netherlands,1965,103.056,0.0,295.905,0.0,15.0
Netherlands,1966,93.889,0.0,320.877,0.0,28.611
Netherlands,1967,90.278,0.0,327.967,0.0,50.556
Netherlands,1968,85.556,0.0,353.758,0.079,85.0
Netherlands,1969,72.778,0.0,385.837,0.894,125.278
Netherlands,1970,53.333,0.0,429.031,1.044,176.389
Netherlands,1971,40.278,0.0,423.789,1.149,230.556
Netherlands,1972,34.444,0.0,472.769,0.925,300.0
Netherlands,1973,35.0,0.0,487.927,3.144,333.611
Netherlands,1974,33.333,0.0,418.325,9.299,355.0
Netherlands,1975,28.056,0.0,412.486,9.463,370.278
Netherlands,1976,35.0,0.0,464.208,10.987,384.444
Netherlands,1977,36.667,0.0,445.519,10.527,385.833
Netherlands,1978,41.944,0.0,455.183,11.52,386.667
Netherlands,1979,40.0,0.0,490.442,9.9,385.0
Netherlands,1980,46.389,0.0,458.675,11.918,351.944
Netherlands,1981,51.389,0.0,426.868,10.38,335.0
Netherlands,1982,59.444,0.0,373.068,11.058,320.0
Netherlands,1983,61.389,0.0,353.534,10.184,342.222
Netherlands,1984,74.167,0.0,349.007,10.53,363.611
Netherlands,1985,73.889,0.009,353.146,11.063,383.333
Netherlands,1986,76.111,0.009,391.567,11.963,382.222
Netherlands,1987,80.278,0.003,394.372,10.09,394.444
Netherlands,1988,96.111,0.006,418.446,10.428,356.667
Netherlands,1989,95.278,0.109,412.892,11.404,365.833
Netherlands,1990,101.667,0.251,428.52,9.937,368.056
Netherlands,1991,93.611,0.308,411.35,9.446,410.694
Netherlands,1992,93.333,0.355,431.892,10.783,399.917
Netherlands,1993,94.167,0.272,426.747,11.203,411.306
Netherlands,1994,100.278,0.296,424.055,11.256,397.222
Netherlands,1995,103.611,0.26,447.475,11.401,408.028
Netherlands,1996,100.0,0.237,447.377,11.804,452.194
Netherlands,1997,97.222,0.272,464.748,6.833,423.694
Netherlands,1998,99.167,0.332,470.267,10.808,418.389
Netherlands,1999,86.944,0.267,479.294,10.863,408.778
Netherlands,2000,90.278,0.421,486.182,11.121,409.917
Netherlands,2001,96.111,0.345,509.719,11.199,418.194
Netherlands,2002,96.667,0.32,512.051,10.961,413.972
Netherlands,2003,100.0,0.209,512.808,11.182,416.833
Netherlands,2004,98.611,0.276,536.421,10.569,426.778
Netherlands,2005,94.167,0.252,569.423,10.984,414.556
Netherlands,2006,89.722,0.299,567.073,9.473,398.083
Netherlands,2007,97.778,0.303,583.52,11.397,388.056
Netherlands,2008,92.5,0.281,554.876,11.241,403.889
Netherlands,2009,87.222,0.272,530.078,11.385,413.583
Netherlands,2010,87.778,0.289,568.002,10.572,467.583
Netherlands,2011,86.583,0.157,567.43,10.961,409.278
Netherlands,2012,95.139,0.286,555.907,10.3,392.833
Netherlands,2013,95.194,0.312,529.226,7.56,391.139
Netherlands,2014,105.306,0.303,518.625,10.636,343.278
Netherlands,2015,128.667,0.25,505.895,10.538,337.889
Netherlands,2016,119.278,0.268,517.878,10.173,351.611
Netherlands,2017,106.972,0.162,520.871,8.689,362.972
Netherlands,2018,96.083,0.191,506.963,8.923,355.889
Netherlands,2019,74.694,0.196,494.707,9.89,371.611
Netherlands,2020,47.778,0.121,470.906,10.301,360.944
Netherlands,2021,65.111,0.231,470.29,9.612,348.417
Netherlands,2022,64.333,0.13,461.531,10.398,275.361
Netherlands,2023,43.991,0.177,473.085,9.931,257.722
New Zealand,1970,16.41,37.466,47.61,0.0,0.71
New Zealand,1971,14.596,42.563,49.176,0.0,0.902
New Zealand,1972,14.956,45.137,52.943,0.0,1.635
New Zealand,1973,16.945,44.641,55.963,0.0,1.901
New Zealand,1974,17.445,44.913,52.952,0.0,3.203
New Zealand,1975,16.417,49.274,51.229,0.0,3.475
New Zealand,1976,16.917,45.83,52.703,0.0,9.33
New Zealand,1977,16.111,43.527,52.726,0.0,15.341
New Zealand,1978,14.861,46.305,50.766,0.0,14.379
New Zealand,1979,13.25,54.537,51.14,0.0,9.528
New Zealand,1980,13.628,57.261,48.858,0.0,8.698
New Zealand,1981,13.578,58.193,46.475,0.0,10.678
New Zealand,1982,13.311,54.125,46.441,0.0,19.427
New Zealand,1983,14.749,58.405,44.486,0.0,21.092
New Zealand,1984,13.717,60.254,45.901,0.0,27.045
New Zealand,1985,12.666,58.276,43.002,0.0,34.489
New Zealand,1986,14.557,65.343,38.701,0.0,41.617
New Zealand,1987,12.15,64.842,44.817,0.0,40.255
New Zealand,1988,13.166,67.9,43.817,0.0,44.152
New Zealand,1989,14.334,66.706,45.228,0.0,45.383
New Zealand,1990,13.928,68.559,50.824,0.0,44.449
New Zealand,1991,13.281,67.699,51.703,0.0,48.346
New Zealand,1992,14.624,62.371,53.341,0.0,51.161
New Zealand,1993,14.406,69.468,53.034,0.0,49.901
New Zealand,1994,13.618,76.4,61.315,0.0,46.771
New Zealand,1995,13.655,81.42,66.303,0.0,44.63
New Zealand,1996,13.458,77.423,67.547,0.0,50.875
New Zealand,1997,14.528,68.774,70.944,0.0,54.805
New Zealand,1998,13.247,74.869,71.861,0.0,48.311
New Zealand,1999,13.571,67.773,72.872,0.0,55.234
New Zealand,2000,12.86,72.254,74.423,0.0,58.753
New Zealand,2001,15.927,63.695,75.244,0.0,61.993
New Zealand,2002,15.919,72.6,77.483,0.0,59.182
New Zealand,2003,22.974,68.509,82.197,0.0,44.624
New Zealand,2004,23.739,78.496,81.031,0.0,40.718
New Zealand,2005,26.427,66.796,85.439,0.0,37.576
New Zealand,2006,26.022,67.075,85.79,0.0,38.154
New Zealand,2007,19.721,66.846,86.185,0.0,42.152
New Zealand,2008,24.472,62.797,87.209,0.0,39.045
New Zealand,2009,18.819,67.632,83.422,0.0,40.139
New Zealand,2010,16.072,68.63,84.062,0.0,43.76
New Zealand,2011,16.27,69.272,86.1,0.0,40.215
New Zealand,2012,20.272,62.781,85.012,0.0,44.647
New Zealand,2013,17.878,62.764,86.032,0.0,47.065
New Zealand,2014,16.51,65.88,87.716,0.0,52.29
New Zealand,2015,16.673,66.058,91.305,0.0,48.019
New Zealand,2016,13.796,69.429,94.554,0.0,47.974
New Zealand,2017,14.536,67.0,99.163,0.0,49.921
New Zealand,2018,15.673,69.462,99.45,0.0,45.023
New Zealand,2019,16.648,67.477,101.949,0.0,48.044
New Zealand,2020,15.76,63.731,84.239,0.0,45.726
New Zealand,2021,18.389,63.414,83.9,0.0,38.743
New Zealand,2022,12.746,68.506,82.971,0.0,36.216
New Zealand,2023,11.39,68.86,88.615,0.0,38.055
Norway,1977,9.555,212.968,104.859,0.0,3.989
Norway,1978,9.848,238.647,116.656,0.0,6.699
Norway,1979,12.264,262.279,116.014,0.0,7.653
Norway,1980,11.352,247.243,112.084,0.0,8.222
Norway,1981,11.372,274.509,104.184,0.0,10.106
Norway,1982,10.938,273.519,100.112,0.0,10.909
Norway,1983,11.652,312.518,98.312,0.0,12.281
Norway,1984,13.066,313.154,102.18,0.0,11.816
Norway,1985,13.013,302.745,107.215,0.0,12.456
Norway,1986,11.597,284.465,114.974,0.0,13.723
Norway,1987,11.204,305.377,114.595,0.0,15.107
Norway,1988,11.502,321.889,107.593,0.0,19.027
Norway,1989,10.077,350.108,108.837,0.0,21.074
Norway,1990,9.438,358.224,102.263,0.0,22.318
Norway,1991,8.399,325.665,96.731,0.0,25.144
Norway,1992,8.438,344.995,96.992,0.0,27.063
Norway,1993,9.125,352.571,99.619,0.0,28.47
Norway,1994,10.288,330.127,103.51,0.0,30.564
Norway,1995,11.233,359.363,106.97,0.0,30.854
Norway,1996,11.17,307.119,114.439,0.0,33.494
Norway,1997,11.085,324.603,114.829,0.0,38.681
Norway,1998,12.029,342.133,115.234,0.0,39.507
Norway,1999,11.272,359.132,116.519,0.0,37.739
Norway,2000,11.545,419.354,108.985,0.0,42.368
Norway,2001,10.288,353.895,114.805,0.0,39.263
Norway,2002,8.922,377.615,113.964,0.0,41.903
Norway,2003,8.712,305.905,118.462,0.0,45.148
Norway,2004,9.836,313.469,113.563,0.0,47.741
Norway,2005,8.399,388.531,115.055,0.0,43.699
Norway,2006,7.205,339.653,117.824,0.0,43.316
Norway,2007,7.923,377.928,121.141,0.0,42.637
Norway,2008,8.165,390.722,114.245,0.0,43.84
Norway,2009,6.5,349.879,113.28,0.0,41.993
Norway,2010,8.861,324.018,119.778,0.0,41.548
Norway,2011,9.833,331.808,116.164,0.0,40.621
Norway,2012,9.528,388.598,116.09,0.0,40.802
Norway,2013,9.028,349.23,117.565,0.0,40.336
Norway,2014,9.889,366.991,114.271,0.0,43.396
Norway,2015,8.863,369.75,116.294,0.0,46.022
Norway,2016,9.1,382.3,112.659,0.0,44.356
Norway,2017,9.513,378.877,111.996,0.0,46.363
Norway,2018,9.291,367.68,115.443,0.0,44.764
Norway,2019,9.075,330.26,110.243,0.0,46.099
Norway,2020,8.977,370.107,102.117,0.0,44.535
Norway,2021,9.79,374.953,104.959,0.0,42.555
Norway,2022,9.366,332.697,107.24,0.0,39.267
Norway,2023,9.616,353.476,106.811,0.0,37.932
Oman,1978,,,13.617,0.0,3.025
Oman,1979,,,14.084,0.0,5.089
Oman,1980,,0.0,10.598,0.0,6.461
Oman,1981,,0.0,10.413,0.0,7.615
Oman,1982,,0.0,11.133,0.0,8.332
Oman,1983,,0.0,12.078,0.0,10.349
Oman,1984,,0.0,14.802,0.0,13.007
Oman,1985,,0.0,16.33,0.0,16.56
Oman,1986,,0.0,16.101,0.0,19.359
Oman,1987,,0.0,15.272,0.0,21.687
Oman,1988,,0.0,16.145,0.0,21.824
Oman,1989,,0.0,17.088,0.0,22.648
Oman,1990,,0.0,22.101,0.0,24.477
Oman,1991,,0.0,35.978,0.0,24.816
Oman,1992,,0.0,33.162,0.0,27.125
Oman,1993,,0.0,32.122,0.0,26.032
Oman,1994,0.0,0.0,27.224,0.0,27.257
Oman,1995,0.0,0.0,30.478,0.0,33.344
Oman,1996,0.0,0.0,29.043,0.0,36.432
Oman,1997,0.0,0.0,25.347,0.0,42.119
Oman,1998,0.001,0.0,25.26,0.0,43.919
Oman,1999,0.0,0.0,31.589,0.0,47.032
Oman,2000,0.003,,34.169,0.0,76.752
Oman,2001,0.002,,38.882,0.0,84.276
Oman,2002,0.004,,44.713,0.0,86.397
Oman,2003,0.0,,42.715,0.0,93.361
Oman,2004,0.009,,41.731,0.0,99.67
Oman,2005,0.004,,47.424,0.0,108.622
Oman,2006,0.036,,49.878,0.0,120.529
Oman,2007,0.008,,50.931,0.0,120.949
Oman,2008,0.014,,66.966,0.0,133.804
Oman,2009,0.016,,63.707,0.0,135.474
Oman,2010,0.345,,72.778,0.0,163.808
Oman,2011,0.118,,78.741,0.0,180.824
Oman,2012,0.359,,85.788,0.0,197.156
Oman,2013,0.522,,99.684,0.0,217.275
Oman,2014,0.416,,102.236,0.0,213.143
Oman,2015,0.572,,105.74,0.0,230.927
Oman,2016,0.641,,108.508,0.0,229.326
Oman,2017,0.883,,118.944,0.0,233.509
Oman,2018,0.866,,124.87,0.0,249.965
Oman,2019,0.975,,122.143,0.0,249.965
Oman,2020,1.122,,99.792,0.0,259.157
Oman,2021,0.978,,110.458,0.0,279.853
Oman,2022,1.408,,126.109,0.0,285.326
Oman,2023,1.408,,129.454,0.0,295.088
Pakistan,1965,16.038,6.495,44.921,0.0,14.771
Pakistan,1966,13.537,6.495,46.117,0.0,16.692
Pakistan,1967,13.002,7.697,51.548,0.0,19.472
Pakistan,1968,14.317,9.252,58.71,0.0,21.852
Pakistan,1969,12.886,9.762,55.063,0.0,26.92
Pakistan,1970,10.734,8.638,54.475,0.0,29.104
Pakistan,1971,7.233,11.278,51.227,0.138,26.361
Pakistan,1972,6.815,11.866,42.28,0.577,27.989
Pakistan,1973,6.769,12.519,43.334,1.078,31.955
Pakistan,1974,6.199,12.585,46.688,1.505,36.648
Pakistan,1975,6.013,14.479,48.481,1.731,38.076
Pakistan,1976,5.955,15.721,48.496,1.467,38.827
Pakistan,1977,6.478,18.674,51.053,0.928,42.418
Pakistan,1978,6.897,23.183,53.866,0.477,43.587
Pakistan,1979,7.687,25.065,57.544,0.15,49.098
Pakistan,1980,8.188,26.28,60.102,0.226,59.953
Pakistan,1981,9.292,27.443,63.787,0.477,65.381
Pakistan,1982,10.537,30.88,70.188,0.577,71.309
Pakistan,1983,11.956,35.767,77.345,0.777,70.307
Pakistan,1984,13.561,37.074,83.871,0.941,72.144
Pakistan,1985,15.386,38.512,89.515,1.104,73.647
Pakistan,1986,17.457,36.826,96.474,1.492,78.991
Pakistan,1987,19.818,48.417,105.701,0.865,84.585
Pakistan,1988,20.725,50.757,113.849,0.552,89.679
Pakistan,1989,22.702,51.58,122.017,0.339,95.607
Pakistan,1990,24.062,50.521,127.602,1.191,102.12
Pakistan,1991,23.818,54.063,134.325,1.191,110.303
Pakistan,1992,24.458,58.976,146.811,1.568,108.216
Pakistan,1993,25.679,64.857,160.042,1.154,124.582
Pakistan,1994,25.493,63.655,171.563,1.668,127.003
Pakistan,1995,25.702,67.262,185.976,1.48,130.26
Pakistan,1996,26.051,73.325,195.59,0.928,141.533
Pakistan,1997,24.353,54.546,201.591,1.279,141.115
Pakistan,1998,24.376,71.287,208.44,1.116,148.63
Pakistan,1999,24.388,63.589,216.014,0.226,169.505
Pakistan,2000,23.586,51.92,223.082,2.684,179.525
Pakistan,2001,24.481,53.738,218.722,5.88,189.545
Pakistan,2002,27.447,59.596,213.196,5.31,205.493
Pakistan,2003,35.224,71.336,189.239,5.301,255.504
Pakistan,2004,39.28,75.545,191.357,6.678,306.766
Pakistan,2005,43.609,87.906,181.895,6.973,326.102
Pakistan,2006,46.207,86.076,208.938,6.916,333.195
Pakistan,2007,63.227,89.575,227.316,6.289,338.003
Pakistan,2008,69.673,76.824,230.71,4.711,346.076
Pakistan,2009,57.296,80.279,246.171,6.817,347.017
Pakistan,2010,53.849,82.74,243.88,6.77,353.484
Pakistan,2011,46.428,84.399,245.532,10.433,353.396
Pakistan,2012,47.088,29.466,237.932,7.144,365.972
Pakistan,2013,37.305,85.812,260.812,11.148,355.857
Pakistan,2014,54.997,87.711,269.726,12.14,349.867
Pakistan,2015,54.263,88.274,293.961,11.125,365.342
Pakistan,2016,62.121,92.566,328.849,13.59,39.72
Pakistan,2017,83.121,80.382,339.493,20.729,407.396
Pakistan,2018,137.646,77.996,283.339,23.48,435.876
Pakistan,2019,156.562,95.254,250.625,23.227,444.73
Pakistan,2020,181.748,105.018,243.721,24.067,411.598
Pakistan,2021,200.761,98.472,283.124,39.409,448.92
Pakistan,2022,178.546,89.944,275.142,55.665,382.023
Pakistan,2023,171.416,97.131,217.189,55.768,378.444
Peru,1965,0.42,7.762,43.167,0.0,3.658
Peru,1966,0.529,8.359,54.435,0.0,3.821
Peru,1967,0.596,9.368,54.833,0.0,3.571
Peru,1968,0.591,10.054,55.011,0.0,3.975
Peru,1969,0.997,10.944,54.148,0.0,4.052
Peru,1970,1.011,10.456,56.898,0.0,3.975
Peru,1971,1.418,12.674,56.256,0.0,4.745
Peru,1972,1.534,13.114,48.011,0.0,4.562
Peru,1973,1.755,14.102,55.934,0.0,4.466
Peru,1974,1.871,15.424,65.899,0.0,4.601
Peru,1975,1.952,16.166,69.021,0.0,5.679
Peru,1976,1.511,17.13,69.957,0.0,6.16
Peru,1977,1.732,17.816,69.877,0.0,6.117
Peru,1978,1.476,18.31,69.256,0.0,6.391
Peru,1979,1.569,19.821,71.986,0.0,5.91
Peru,1980,1.651,20.728,77.848,0.0,6.352
Peru,1981,1.674,23.644,79.46,0.0,7.296
Peru,1982,1.894,24.827,78.228,0.0,7.657
Peru,1983,1.604,23.972,67.836,0.0,5.043
Peru,1984,1.279,25.735,70.013,0.0,6.814
Peru,1985,1.395,27.742,67.587,0.0,5.313
Peru,1986,1.894,29.747,72.716,0.0,5.635
Peru,1987,2.139,32.166,80.294,0.0,5.602
Peru,1988,2.104,30.821,78.549,0.0,5.284
Peru,1989,2.336,31.069,69.606,0.0,4.48
Peru,1990,1.685,30.957,69.653,0.0,4.288
Peru,1991,3.266,33.982,64.454,0.0,4.023
Peru,1992,3.196,28.65,67.455,0.0,3.629
Peru,1993,3.359,34.89,70.536,0.0,3.821
Peru,1994,4.137,37.693,76.616,0.0,3.985
Peru,1995,4.347,38.256,86.406,0.0,3.86
Peru,1996,4.556,39.398,89.128,0.0,3.917
Peru,1997,4.742,39.075,88.138,0.0,2.32
Peru,1998,5.199,40.831,88.674,0.0,3.937
Peru,1999,4.715,42.996,90.521,0.0,3.956
Peru,2000,7.324,47.833,88.371,0.0,3.325
Peru,2001,6.645,51.749,83.597,0.0,3.561
Peru,2002,9.1,52.656,82.796,0.0,4.254
Peru,2003,9.766,53.75,78.317,0.0,5.034
Peru,2004,10.559,50.502,87.45,0.0,8.277
Peru,2005,10.717,51.476,85.746,0.0,14.6
Peru,2006,9.118,55.754,81.611,0.0,17.086
Peru,2007,12.039,55.277,84.947,0.0,25.752
Peru,2008,10.735,53.559,95.092,0.0,32.694
Peru,2009,9.644,55.586,96.45,0.0,33.437
Peru,2010,9.458,55.656,101.518,0.0,54.238
Peru,2011,9.512,59.469,112.069,0.0,62.929
Peru,2012,10.152,60.41,111.45,0.0,68.618
Peru,2013,10.239,60.83,116.811,0.0,67.027
Peru,2014,10.111,60.171,114.936,0.0,74.316
Peru,2015,9.424,63.789,122.69,0.0,76.431
Peru,2016,10.047,64.613,130.314,0.0,84.933
Peru,2017,8.715,77.376,132.514,0.0,74.919
Peru,2018,7.866,81.323,136.588,0.0,80.252
Peru,2019,8.186,82.933,140.729,0.0,82.113
Peru,2020,5.945,80.129,107.006,0.0,81.7
Peru,2021,7.794,83.539,132.541,0.0,89.415
Peru,2022,8.424,77.546,140.197,0.0,98.258
